3;5;6;7;9;10;12;14;16;17;19;21;22;24;25
2;5;6;7;9;10;12;14;16;17;19;21;22;24;25
2;3;6;7;9;10;12;14;16;17;19;21;22;24;25
2;3;5;7;9;10;12;14;16;17;19;21;22;24;25
2;3;5;6;9;10;12;14;16;17;19;21;22;24;25
2;3;5;6;7;10;12;14;16;17;19;21;22;24;25
2;3;5;6;7;9;12;14;16;17;19;21;22;24;25
2;3;5;6;7;9;10;14;16;17;19;21;22;24;25
2;3;5;6;7;9;10;12;16;17;19;21;22;24;25
2;3;5;6;7;9;10;12;14;17;19;21;22;24;25
2;3;5;6;7;9;10;12;14;16;19;21;22;24;25
2;3;5;6;7;9;10;12;14;16;17;21;22;24;25
2;3;5;6;7;9;10;12;14;16;17;19;22;24;25
2;3;5;6;7;9;10;12;14;16;17;19;21;24;25
2;3;5;6;7;9;10;12;14;16;17;19;21;22;25
2;3;5;6;7;9;10;12;14;16;17;19;21;22;24
1;5;6;7;9;10;12;14;16;17;19;21;22;24;25
1;3;6;7;9;10;12;14;16;17;19;21;22;24;25
1;3;5;7;9;10;12;14;16;17;19;21;22;24;25
1;3;5;6;9;10;12;14;16;17;19;21;22;24;25
1;3;5;6;7;10;12;14;16;17;19;21;22;24;25
1;3;5;6;7;9;12;14;16;17;19;21;22;24;25
1;3;5;6;7;9;10;14;16;17;19;21;22;24;25
1;3;5;6;7;9;10;12;16;17;19;21;22;24;25
1;3;5;6;7;9;10;12;14;17;19;21;22;24;25
1;3;5;6;7;9;10;12;14;16;19;21;22;24;25
1;3;5;6;7;9;10;12;14;16;17;21;22;24;25
1;3;5;6;7;9;10;12;14;16;17;19;22;24;25
1;3;5;6;7;9;10;12;14;16;17;19;21;24;25
1;3;5;6;7;9;10;12;14;16;17;19;21;22;25
1;3;5;6;7;9;10;12;14;16;17;19;21;22;24
1;2;6;7;9;10;12;14;16;17;19;21;22;24;25
1;2;5;7;9;10;12;14;16;17;19;21;22;24;25
1;2;5;6;9;10;12;14;16;17;19;21;22;24;25
1;2;5;6;7;10;12;14;16;17;19;21;22;24;25
1;2;5;6;7;9;12;14;16;17;19;21;22;24;25
1;2;5;6;7;9;10;14;16;17;19;21;22;24;25
1;2;5;6;7;9;10;12;16;17;19;21;22;24;25
1;2;5;6;7;9;10;12;14;17;19;21;22;24;25
1;2;5;6;7;9;10;12;14;16;19;21;22;24;25
1;2;5;6;7;9;10;12;14;16;17;21;22;24;25
1;2;5;6;7;9;10;12;14;16;17;19;22;24;25
1;2;5;6;7;9;10;12;14;16;17;19;21;24;25
1;2;5;6;7;9;10;12;14;16;17;19;21;22;25
1;2;5;6;7;9;10;12;14;16;17;19;21;22;24
1;2;3;7;9;10;12;14;16;17;19;21;22;24;25
1;2;3;6;9;10;12;14;16;17;19;21;22;24;25
1;2;3;6;7;10;12;14;16;17;19;21;22;24;25
1;2;3;6;7;9;12;14;16;17;19;21;22;24;25
1;2;3;6;7;9;10;14;16;17;19;21;22;24;25
1;2;3;6;7;9;10;12;16;17;19;21;22;24;25
1;2;3;6;7;9;10;12;14;17;19;21;22;24;25
1;2;3;6;7;9;10;12;14;16;19;21;22;24;25
1;2;3;6;7;9;10;12;14;16;17;21;22;24;25
1;2;3;6;7;9;10;12;14;16;17;19;22;24;25
1;2;3;6;7;9;10;12;14;16;17;19;21;24;25
1;2;3;6;7;9;10;12;14;16;17;19;21;22;25
1;2;3;6;7;9;10;12;14;16;17;19;21;22;24
1;2;3;5;9;10;12;14;16;17;19;21;22;24;25
